numero_dpe;date_etablissement_dpe;etiquette_dpe;etiquette_ges;type_batiment;annee_construction;type_installation_chauffage;hauteur_sous_plafond;surface_habitable_logement;code_postal_ban;code_departement_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;nom_commune_ban;besoin_chauffage
2530E1349204U;20/04/2025;F;C;maison;1982;;2.5;72.1;30110;30;779855.87;6347171.55;Branoux-les-Taillades;17257.2
2530E1847669N;05/06/2025;C;C;appartement;2007;individuel;2.5;67.5;30100;30;786411.51;6337336.19;Al̬s;2194
2530E0290709L;28/01/2025;E;E;maison;;;2.5;240;30700;30;813595.66;6324463.71;Uz̬s;41748.4
2530E0924609F;18/03/2025;D;D;appartement;1978;collectif;2.5;95.8;30100;30;786720.31;6336721.07;Al̬s;7323.2
2530E0642656W;25/02/2025;C;A;appartement;1980;individuel;2.4;23.3;30240;30;791184.79;6268698.58;Le Grau-du-Roi;663.1
2530E0080284E;10/01/2025;D;B;maison;1988;;2.4;59.8;30220;30;796671.08;6275275.65;Aigues-Mortes;7756.9
2530E1375702Y;23/04/2025;C;A;appartement;;individuel;2.4;47.7;30000;30;809383.98;6305093.6;N̨mes;2035
2530E0139181L;15/01/2025;C;C;appartement;1964;collectif;2.5;76;30800;30;815586.5;6288056.95;Saint-Gilles;42825.7
2530E1174328U;04/04/2025;F;C;maison;1949;;3.1;165.1;30300;30;826476.18;6298731.29;Beaucaire;29151.9
2530E0170395Z;17/01/2025;A;A;maison;;;2.5;336;30400;30;842750.17;6319268.05;Villeneuve-l̬s-Avignon;15719.4
2530E1914866A;11/06/2025;C;C;appartement;1980;individuel;2.5;78.5;30520;30;786967.53;6339937.11;Saint-Martin-de-Valgalgues;4070.2
2530E1401621V;24/04/2025;A;A;maison;2013;;2.5;139.1;30350;30;794109.08;6320578.52;Domessargues;3362.2
2530E0474009L;11/02/2025;D;B;immeuble;;individuel;2.7;;30960;30;793226.54;6348536.42;Les Mages;13092.8
2530E1734276G;26/05/2025;C;A;maison;;;3;103.7;30000;30;809030.54;6304364.01;N̨mes;7270.7
2530E1525168Q;07/05/2025;C;B;maison;;;2.7;207.3;30510;30;809120.33;6292503.74;G̩n̩rac;18260.2
2530E1388633H;24/04/2025;C;A;appartement;;individuel;2.6;36;30130;30;831568.41;6351904.11;Pont-Saint-Esprit;1528.4
2530E0014499Z;01/01/2025;B;A;maison;1948;;2.4;95.6;30260;30;783628;6308713.73;Sardan;6623.5
2530E1089160C;22/03/2025;D;C;appartement;1975;individuel;2.5;30.3;30240;30;791470.23;6268651.64;Le Grau-du-Roi;2458.2
2530E0870440U;14/03/2025;C;C;appartement;1964;collectif;2.5;78.2;30900;30;807333.48;6303463.32;N̨mes;67997.4
2530E0390074E;05/02/2025;F;F;maison;1960;;2.5;123.8;30340;30;792879;6341879;Salindres;17905.4
2530E0555009V;18/02/2025;D;B;maison;;;2.5;108;30200;30;828486.28;6341882.5;Bagnols-sur-C̬ze;10274.9
2530E2023081D;20/06/2025;D;D;appartement;1955;individuel;2.5;64.7;30480;30;784244.62;6340106.43;Cendras;9161
2530E0840433R;12/03/2025;C;B;appartement;;individuel;2.5;46.7;30800;30;815143.98;6287453.38;Saint-Gilles;8915.9
2530E2036274O;21/06/2025;B;A;maison;;;2.5;119.4;30600;30;803082.2;6288639.4;Vauvert;6027.9
2530E1946162S;13/06/2025;E;B;appartement;1950;individuel;2.5;70;30210;30;818654.78;6318181.92;Collias;8480.2
2530E1116016A;01/04/2025;C;A;appartement;2007;individuel;2.5;54;30800;30;813858.74;6287265.09;Saint-Gilles;2074.4
2530E0603319X;22/02/2025;A;A;maison;;;2.5;267.1;30580;30;815117.04;6335685.11;Fontar̬ches;7863.2
2530E0294139J;28/01/2025;B;A;maison;;;2.5;102;30100;30;789095.5;6336856;Al̬s;4197.8
2530E0678555P;27/02/2025;C;C;appartement;;collectif;2.5;100;30100;30;786917.11;6338642.17;Al̬s;336487
2530E1570099T;12/05/2025;A;A;maison;2018;;2.5;108.5;30190;30;797471.14;6317298.41;Saint-Geni̬s-de-Malgoir̬s;3896.1
2530E1231320U;09/04/2025;D;D;maison;;;2.6;114.8;30350;30;785809.66;6322144.85;Saint-Jean-de-Serres;13705.8
2530E0303192O;28/01/2025;E;E;maison;;;2.7;165.5;30430;30;807542.04;6357474.93;Barjac;32456
2530E0422504M;07/02/2025;C;A;appartement;;individuel;2.7;43.2;30127;30;821871.06;6296049.8;Bellegarde;1246.3
2530E1339183J;18/04/2025;D;D;appartement;1980;individuel;2.6;64.5;30100;30;786664.04;6337398.32;Al̬s;6345.8
2530E1028569R;26/03/2025;C;C;appartement;;individuel;2.5;59;30260;30;780214.9;6312811.64;Quissac;2706
2530E0001294C;01/01/2025;D;B;maison;;;2.7;269.6;30340;30;794538.69;6338392.95;Mons;26278
2530E1120245R;01/04/2025;F;C;appartement;1949;individuel;2.3;26.4;30000;30;809676.32;6305671.68;N̨mes;4821.7
2530E0978920C;21/03/2025;C;A;maison;;;2.5;80.5;30520;30;787024.08;6340808.02;Saint-Martin-de-Valgalgues;7589.7
2530E1899479F;10/06/2025;C;A;appartement;1991;individuel;2.5;27.7;30240;30;792670.63;6270533.07;Le Grau-du-Roi;924.2
2530E0080031L;10/01/2025;D;D;maison;;;2.7;222.9;30210;30;822361.86;6320279.19;Vers-Pont-du-Gard;25437.8
2530E0869633T;14/03/2025;C;C;appartement;1964;collectif;2.5;78.2;30900;30;807342.59;6303476.25;N̨mes;134914.2
2530E0552512U;18/02/2025;D;D;appartement;;collectif;2.5;76.6;30200;30;829441.01;6341182.8;Bagnols-sur-C̬ze;4990
2530E0958544K;20/03/2025;D;D;appartement;1962;collectif;2.5;66.4;30000;30;811631.89;6305413.24;N̨mes;74251.1
2530E1715448C;23/05/2025;C;A;appartement;1999;individuel;2.5;30.3;30100;30;786855.14;6336502.36;Al̬s;1243.5
2530E1976243R;17/06/2025;A;A;appartement;;individuel;2.5;63.2;30000;30;810669.99;6305691.48;N̨mes;439.3
2530E1483038G;02/05/2025;D;B;maison;;;2.2;36.3;30580;30;808184.69;6337869.51;Vall̩rargues;3941.1
2530E0783642K;07/03/2025;D;C;appartement;;individuel;3;185;30140;30;779005.76;6328981.17;Anduze;23333.5
2530E0396248Q;05/02/2025;E;E;maison;;;2.4;35.5;30100;30;785671.33;6337127.66;Al̬s;7018.9
2530E0304234Q;29/01/2025;C;B;maison;1948;;2.5;87.3;30580;30;808935.53;6342518.98;Lussan;11214.9
2530E0667672A;27/02/2025;A;A;maison;;;2.5;97;30340;30;790270.52;6343249.08;Rousson;1460.5
2530E1327654Y;17/04/2025;E;E;maison;1968;;2.7;102.1;30900;30;804742.24;6305693.85;N̨mes;14020.2
2530E1396756S;24/04/2025;B;A;appartement;;individuel;2.5;81.9;30300;30;832202.07;6302252.77;Beaucaire;3736
2530E0941117D;19/03/2025;B;A;appartement;;individuel;2.5;36.3;30000;30;809488.91;6304536.71;N̨mes;691.8
2530E1022611N;25/03/2025;D;D;appartement;1962;collectif;2.5;90.5;30000;30;811637.11;6305441.23;N̨mes;96924.8
2530E1732161X;26/05/2025;A;A;maison;;;2.8;142.9;30200;30;829515.28;6338777.65;Bagnols-sur-C̬ze;5166.4
2530E1105033P;31/03/2025;C;C;appartement;;individuel;2.6;64.8;30130;30;831759.46;6352213.13;Pont-Saint-Esprit;25609.3
2530E1022273N;25/03/2025;D;D;appartement;1962;collectif;2.5;66.4;30000;30;811563.44;6305353.69;N̨mes;74446.3
2530E1332396I;18/04/2025;B;A;appartement;1975;collectif;2.5;70.5;30480;30;784339.61;6340505.04;Cendras;1383
2530E0835250I;12/03/2025;C;C;appartement;1977;individuel;2.5;76;30900;30;808832.54;6303279.22;N̨mes;30398.4
2530E1257600O;11/04/2025;C;C;maison;1985;;2.5;88.6;30900;30;804993.81;6305355.92;N̨mes;5582.6
2530E1089608I;30/03/2025;E;E;maison;1960;;2.5;125;30320;30;816670.58;6308314.9;Marguerittes;17810.1
2530E1523115R;06/05/2025;C;C;appartement;;collectif;2.5;69;30100;30;786917.11;6338642.17;Al̬s;241970.4
2530E0162423J;17/01/2025;A;A;immeuble;2019;individuel;2.5;;30540;30;805243.17;6300090.8;Milhaud;19911.1
2530E1686471P;21/05/2025;C;B;appartement;;individuel;2.5;54;30900;30;806679.49;6302582.74;N̨mes;3312.9
2530E1848337F;05/06/2025;C;B;maison;;;2.5;94.7;30000;30;812768.98;6308366.08;N̨mes;6444.2
2530E0139161R;15/01/2025;C;C;appartement;1964;collectif;2.5;76;30800;30;815586.5;6288056.95;Saint-Gilles;42825.7
2530E0895977Z;17/03/2025;C;A;maison;;;2.5;80.6;30570;30;757363.82;6328457.14;Val-d'Aigoual;12096.3
2530E1293235D;15/04/2025;C;A;appartement;;individuel;2.5;68.2;30000;30;812218.64;6307526.01;N̨mes;1521.8
2530E1988523Z;17/06/2025;D;B;maison;;;2.6;69.1;30350;30;790633.72;6325751.76;Cassagnoles;6077.9
2530E2054503R;23/06/2025;B;A;maison;2000;;2.5;89.8;30140;30;778607.13;6331879.01;G̩n̩rargues;6026.1
2530E1260419Z;12/04/2025;C;A;maison;1990;;2.5;23.2;30650;30;835075.46;6321259.24;Rochefort-du-Gard;1437.1
2530E1784186W;30/05/2025;C;B;maison;1998;;2.5;52.9;30610;30;777934.07;6315941.95;Sauve;3568.1
2530E1637107Z;17/05/2025;C;A;appartement;;individuel;2.5;81.9;30340;30;790671.71;6344971.18;Rousson;6899
2530E0369213V;03/02/2025;C;B;appartement;;individuel;2.8;57.8;30560;30;789624.5;6332076.45;Saint-Hilaire-de-Brethmas;3156.5
2530E0108643X;13/01/2025;E;E;appartement;1963;collectif;2.5;45.6;30000;30;809575.72;6306415.57;N̨mes;6952
2530E0425518K;07/02/2025;D;D;appartement;1960;collectif;2.5;40.8;30000;30;811633.48;6305350.25;N̨mes;254567.3
2530E0350228Q;31/01/2025;C;A;maison;1990;;2.5;149.9;30130;30;829216.39;6353250.58;Pont-Saint-Esprit;18994.2
2530E0513367F;14/02/2025;C;A;appartement;1990;individuel;2.5;47;30900;30;808855.01;6305249.56;N̨mes;7186.5
2530E1977673R;17/06/2025;C;B;maison;;;2.6;88.4;30190;30;795021.33;6322508.05;Boucoiran-et-Nozi̬res;7005.1
2530E0512095H;14/02/2025;D;D;maison;1850;;3.3;331.4;30490;30;828022.41;6309825.64;Montfrin;37216.3
2530E1310685H;15/04/2025;D;D;maison;1949;;2.9;291.3;30730;30;793123.61;6306745.42;Montpezat;40988.1
2530E0973652M;21/03/2025;D;D;appartement;1962;collectif;2.5;66.4;30000;30;811637.11;6305441.23;N̨mes;88327.2
2530E0578860E;20/02/2025;A;A;immeuble;2011;collectif;2.5;;30820;30;801833.49;6303894.23;Caveirac;10877.1
2530E0878455B;14/03/2025;F;C;immeuble;;individuel;2.6;;30570;30;754192.88;6324816.1;Saint-Andr̩-de-Majencoules;16357.1
2530E0453975X;10/02/2025;C;C;immeuble;1962;individuel;2.5;;30900;30;808963.84;6303454.29;N̨mes;21095.5
2530E0152709T;16/01/2025;C;C;appartement;2020;individuel;2.5;51.7;30540;30;805436.89;6300211.37;Milhaud;14667.9
2530E0042955L;07/01/2025;C;A;appartement;;collectif;2.5;65;30110;30;782185.52;6346752.59;La Grand-Combe;77029.3
2530E0388662W;05/02/2025;A;A;maison;1971;;2.5;98.3;30150;30;839358.13;6331956.76;Montfaucon;7335.8
2530E1625131J;16/05/2025;C;C;appartement;1986;individuel;2.5;75.5;30300;30;832263.91;6302163.03;Beaucaire;52397.9
2530E0138072U;15/01/2025;B;B;appartement;;individuel;2.5;87.9;30100;30;788072.77;6338635.73;Al̬s;69325.6
2530E0238347N;23/01/2025;C;A;appartement;;individuel;2.5;59;30110;30;782175.03;6345962.69;La Grand-Combe;22970.7
2530E1225234S;09/04/2025;D;D;appartement;1980;individuel;2.5;74.7;30000;30;811995.36;6306552.82;N̨mes;51821.9
2530E0172428E;15/01/2025;A;A;appartement;1960;individuel;2.5;65.8;30960;30;789371.92;6349429.61;Saint-Florent-sur-Auzonnet;5874.7
2530E1636980C;17/05/2025;C;B;appartement;;individuel;2.5;61.3;30340;30;790671.71;6344971.18;Rousson;3511.3
2530E1631134G;16/05/2025;C;C;appartement;1986;individuel;2.5;81;30300;30;832263.91;6302163.03;Beaucaire;73286.7
2530E1650717L;19/05/2025;C;C;appartement;2011;individuel;2.5;82.5;30380;30;787527.4;6330898.9;Saint-Christol-lez-Al̬s;3146.4
2530E0493806W;13/02/2025;A;A;maison;2015;;2.5;104.7;30114;30;800032.41;6300181.8;Nages-et-Solorgues;4125.8
2530E1262764E;12/04/2025;C;A;appartement;1910;individuel;3;68.8;30410;30;790770.85;6351504.1;Moli̬res-sur-C̬ze;2739.6
2530E0907164G;17/03/2025;C;A;appartement;;individuel;2.5;68.9;30320;30;816662.38;6308410.77;Marguerittes;8881
2530E2003407L;18/06/2025;D;B;appartement;;individuel;2.3;36.5;30190;30;799164.32;6315437.58;La Rouvi̬re;7393.3
2530E2005849J;19/06/2025;D;D;appartement;1920;individuel;3.2;66.8;30100;30;786360.55;6337000.93;Al̬s;4707.1
2530E0559007P;19/02/2025;A;A;maison;2016;;2.5;142.7;30320;30;814208.81;6314003.48;Poulx;4999.7
2530E0815485D;11/03/2025;B;A;appartement;;individuel;2.5;58.3;30000;30;809799.95;6305067.55;N̨mes;2952.8
2530E1124978S;01/04/2025;D;D;maison;;;2.5;264.2;30490;30;827577.72;6309309.99;Montfrin;24556.1
2530E0236412C;23/01/2025;C;A;appartement;;individuel;2.5;56.5;30110;30;781075.44;6347328.66;La Grand-Combe;94563.7
2530E1399218K;24/04/2025;C;C;appartement;2014;individuel;2.7;59;30900;30;805553.19;6303091.62;N̨mes;1408.5
2530E1714939N;23/05/2025;D;D;appartement;;individuel;2.5;155;30100;30;787733.72;6337588.75;Al̬s;22498.5
2530E0706716S;03/03/2025;C;C;maison;2006;;2.8;137.5;30300;30;830231.96;6303795.61;Beaucaire;7757.8
2530E1178095R;05/04/2025;C;A;appartement;;individuel;2.5;67.2;30330;30;824580.48;6335073.35;Saint-Pons-la-Calm;2178.9
2530E0043009N;07/01/2025;C;A;appartement;;collectif;2.5;65;30110;30;782185.52;6346752.59;La Grand-Combe;77029.3
2530E0162450K;17/01/2025;A;A;appartement;2019;individuel;2.5;84.9;30540;30;805243.17;6300090.8;Milhaud;19911.1
2530E1046407T;26/03/2025;C;A;maison;2007;;2.5;70.8;30140;30;782168.28;6334222.27;Saint-Jean-du-Pin;3721.4
2530E2124384K;27/06/2025;B;A;maison;1997;;2.5;75.7;30600;30;801289.4;6294612.83;Vestric-et-Candiac;5397.3
2530E1140026M;02/04/2025;E;E;maison;1948;;2.5;99.2;30610;30;782590.78;6317966.93;Logrian-Florian;13543
2530E0719103D;03/03/2025;C;C;appartement;;collectif;2.5;63;30100;30;786063.41;6336557.97;Al̬s;5309.6
2530E1577562U;13/05/2025;C;C;appartement;1987;individuel;2.9;96.2;30000;30;810406.15;6304126.92;N̨mes;2781.8
2530E1036219X;26/03/2025;C;A;maison;2011;;3.2;76.9;30100;30;788793.21;6338813.6;Al̬s;3554.9
2530E0526607L;16/02/2025;C;A;appartement;;individuel;2.5;33.6;30900;30;809086.67;6304918.78;N̨mes;1519.3
2530E0225289H;22/01/2025;D;D;appartement;1972;individuel;2.5;97;30170;30;768722.43;6319172.06;Saint-Hippolyte-du-Fort;139383.7
2530E1611517T;15/05/2025;D;B;maison;;;2.6;79.4;30320;30;816207.02;6307752.25;Marguerittes;7091.8
2530E1207863P;08/04/2025;D;D;immeuble;1975;individuel;2.5;;30127;30;821319.72;6296304.01;Bellegarde;34693.8
2530E0741660S;05/03/2025;A;A;appartement;2020;individuel;2.5;54.3;30420;30;796065.5;6299621.15;Calvisson;18612.4
2530E0542706Q;18/02/2025;C;A;appartement;;individuel;2.5;27.5;30900;30;809086.67;6304918.78;N̨mes;851.1
2530E0889901H;17/03/2025;D;D;immeuble;;individuel;3.1;;30100;30;786140.42;6336727.25;Al̬s;36568.9
2530E0174860S;18/01/2025;C;B;appartement;;individuel;3.6;50.3;30000;30;809404.85;6304797.44;N̨mes;2857.9
2530E1621320U;16/05/2025;A;A;appartement;;individuel;2.5;77.2;30000;30;810025.33;6304600.22;N̨mes;1838.7
2530E1586711R;13/05/2025;D;B;maison;1973;;2.6;145.6;30131;30;842710.67;6323731.28;Pujaut;19783.6
2530E0958467L;20/03/2025;D;D;appartement;1962;collectif;2.5;66.4;30000;30;811631.89;6305413.24;N̨mes;74251.1
2530E1629420I;16/05/2025;C;C;appartement;;individuel;2.5;75;30000;30;810636.79;6305159.43;N̨mes;17437
2530E1383036A;23/04/2025;C;B;appartement;1988;individuel;2.5;97;30150;30;842608.75;6329746.82;Roquemaure;6215.5
2530E1871033D;06/06/2025;C;A;appartement;;individuel;2.5;84.9;30000;30;809416.3;6306630.77;N̨mes;4425.2
2530E0350541R;31/01/2025;C;A;maison;;;2.5;139.6;30160;30;790429.03;6358203.37;Gagni̬res;14425.9
2530E0042856Q;07/01/2025;C;C;appartement;2014;individuel;2.5;73.5;30350;30;793488.68;6320111.6;Domessargues;9766.7
2530E0298980O;28/01/2025;A;A;appartement;2020;individuel;2.5;96.1;30310;30;798341.37;6293895.82;Verg̬ze;726.7
2530E0974205T;21/03/2025;D;D;immeuble;1962;collectif;2.5;;30000;30;811637.11;6305441.23;N̨mes;74442
2530E0672328C;27/02/2025;B;A;maison;1993;;2.5;69.6;30000;30;811649.11;6304136.31;N̨mes;2856.8
2530E1198671B;07/04/2025;G;F;maison;;;2.6;51.2;30960;30;786495.13;6351238;Le Martinet;14921.4
2530E0597128U;21/02/2025;C;A;maison;1900;;2.5;49.6;30220;30;796633.64;6282371.53;Saint-Laurent-d'Aigouze;2131.4
2530E1517009V;06/05/2025;C;C;appartement;1958;individuel;2.5;48;30100;30;787209.01;6337974.95;Al̬s;108488.2
2530E1018753D;25/03/2025;B;A;maison;;;2.5;146;30340;30;788503.67;6342692.94;Saint-Julien-les-Rosiers;15231.8
2530E1428558W;28/04/2025;D;D;maison;1950;;2.4;91.1;30100;30;786523.04;6335058.74;Al̬s;14691.2
2530E0535161L;17/02/2025;C;B;immeuble;1982;individuel;2.5;;30000;30;809807.81;6304096.32;N̨mes;57925.6
2530E1922916Q;12/06/2025;C;C;appartement;1980;collectif;2.5;80.7;30900;30;807677.71;6303620.74;N̨mes;3290.4
2530E1505895J;05/05/2025;B;A;appartement;2012;individuel;2.5;37.2;30200;30;829836.625;6341960;Bagnols-sur-C̬ze;523.6
2530E1878362A;07/06/2025;C;A;maison;;;2.5;112.9;30330;30;828429.24;6338053.93;Tresques;13401.3
2530E1819004A;03/06/2025;B;A;appartement;;individuel;2.5;60.6;30190;30;801612.69;6314780.66;La Calmette;3350.4
2530E2062973L;24/06/2025;D;B;appartement;1984;individuel;2.4;17.9;30240;30;792539.12;6270454.58;Le Grau-du-Roi;1830.2
2530E0678169T;27/02/2025;B;A;appartement;2013;individuel;2.5;79.5;30000;30;812551.83;6307420.99;N̨mes;1938.3
2530E1129398S;02/04/2025;C;C;maison;;;2.8;227.9;30300;30;829478.7;6290678.8;Fourques;35678
2530E0836115P;12/03/2025;C;C;appartement;1972;mixte (collectif-individuel);2.4;93.7;30000;30;809602.97;6304402.87;N̨mes;4307.2
2530E0648221X;26/02/2025;C;B;maison;1974;;2.6;97.2;30132;30;810735.74;6300676.6;Caissargues;16390.9
2530E1811773X;03/06/2025;C;B;appartement;1975;collectif;2.5;68.5;30480;30;784378.02;6340551.88;Cendras;2024.3
2530E0858603N;13/03/2025;C;C;appartement;1964;collectif;2.5;69;30900;30;807369.28;6303435.03;N̨mes;103257.6
2530E0781730W;05/03/2025;C;B;maison;1949;;2.5;88.8;30210;30;828563.23;6315721.63;Fourn̬s;7016.9
2530E0197241N;21/01/2025;D;D;immeuble;1949;individuel;3;;30000;30;810015.16;6305638.09;N̨mes;36950
2530E0775413X;07/03/2025;C;A;maison;2005;;2.9;131.8;30350;30;790797.32;6319090.22;Aigremont;10997.4
2530E0203239F;21/01/2025;C;A;maison;;;2.5;95.6;30190;30;797612.93;6321856.82;Brignon;6075.4
2530E0017100A;03/01/2025;C;B;appartement;;individuel;2.5;63.7;30390;30;834828.78;6311507.75;Aramon;30327.9
2530E0679069J;27/02/2025;D;B;appartement;;individuel;2.5;312.3;30200;30;829347.38;6341785.4;Bagnols-sur-C̬ze;29930.1
2530E0108002G;13/01/2025;D;B;appartement;;individuel;2.5;94.1;30129;30;820439.48;6304697.93;Redessan;7390.8
2530E0906227F;17/03/2025;D;D;appartement;1995;individuel;2.5;95;30100;30;785893.03;6335949.52;Al̬s;8739.6
2530E0670086W;27/02/2025;C;A;appartement;;individuel;3;109;30300;30;832443.63;6302318.71;Beaucaire;43350.1
2514E1322649V;17/04/2025;E;B;maison;1979;;2.6;190;30500;30;804526.54;6344004.52;All̬gre-les-Fumades;25925.5
2530E0403553P;06/02/2025;C;A;appartement;;individuel;2.5;36.7;30000;30;809419.73;6305460.42;N̨mes;654.1
2530E1476276E;01/05/2025;F;C;maison;1960;;2.7;69.1;30530;30;784113.01;6350229.69;Portes;15812.4
2530E0011505V;03/01/2025;C;B;appartement;;individuel;2.5;73;30150;30;842611.43;6329158.85;Roquemaure;54106.5
2530E1931177J;12/06/2025;C;A;appartement;;individuel;2.5;27.5;30200;30;836251.06;6337563.56;Codolet;2127.7
2530E0894429L;13/03/2025;C;A;appartement;1960;individuel;2.5;35.4;30240;30;791757.75;6271730.94;Le Grau-du-Roi;1934.6
2530E1207433B;08/04/2025;D;D;appartement;1957;individuel;2.3;53.4;30900;30;808114.16;6306153.24;N̨mes;5625.3
2530E0236448M;23/01/2025;C;A;appartement;;individuel;2.5;56.5;30110;30;781075.44;6347328.66;La Grand-Combe;94563.7
2530E1765182Y;28/05/2025;B;A;maison;2009;;2.5;132;30360;30;792233.51;6330394.95;Deaux;6541.7
2530E1523175Z;06/05/2025;C;C;appartement;;collectif;2.5;81;30100;30;786917.11;6338642.17;Al̬s;241970.4
2530E0999486C;24/03/2025;D;D;appartement;1962;collectif;2.5;66.4;30000;30;811631.35;6305467.24;N̨mes;82276.5
2530E0145385B;15/01/2025;C;A;appartement;;individuel;2.8;56.3;30000;30;809317.29;6304995.1;N̨mes;2133.3
2530E0814988A;11/03/2025;E;E;maison;;;2.6;128.7;30620;30;803441.17;6296994.59;Bernis;25293.9
2530E1934706C;12/06/2025;D;B;maison;;;2.7;158.2;30560;30;788989.83;6334833.76;Saint-Hilaire-de-Brethmas;20592.8
2530E0283079Z;27/01/2025;D;D;maison;1964;;2.5;80.1;30120;30;748165.83;6320966.9;Le Vigan;13451.6
2530E0552022Y;18/02/2025;C;A;appartement;;individuel;2.7;41.8;30126;30;836387.47;6324937.25;Tavel;2072.8
2530E0201438Y;21/01/2025;F;C;appartement;1900;individuel;3;31.8;30900;30;809026.7;6304522.09;N̨mes;5945.4
2530E1589401D;14/05/2025;D;C;appartement;;individuel;2.4;51.9;30100;30;787329.03;6337929.38;Al̬s;4668.3
2530E0911737D;18/03/2025;A;A;appartement;2017;individuel;2.5;88.8;30127;30;820646.89;6295944.65;Bellegarde;45067.9
2530E0043259D;07/01/2025;C;A;appartement;;individuel;2.5;59;30110;30;782175.03;6345962.69;La Grand-Combe;22970.7
2530E0324223L;30/01/2025;C;C;appartement;1956;individuel;2.5;79;30200;30;829133.66;6340978.81;Bagnols-sur-C̬ze;84408.3
2530E0358373X;03/02/2025;E;E;maison;1948;;3;95.2;30100;30;786222.58;6335938.34;Al̬s;16840.9
2530E1717916A;23/05/2025;C;C;immeuble;1987;individuel;2.5;;30130;30;831158.14;6352893.88;Pont-Saint-Esprit;32418.1
2530E1216994U;09/04/2025;D;B;appartement;;individuel;2.8;46.1;30127;30;821880.04;6296208.02;Bellegarde;9822.1
2530E1008283L;24/03/2025;C;B;appartement;1988;individuel;2.5;67;30000;30;808790.51;6305596.09;N̨mes;4661.9
2530E0115488E;14/01/2025;B;A;maison;1991;;2.5;85;30170;30;768474.67;6318318.75;Saint-Hippolyte-du-Fort;6455
2530E1020466A;25/03/2025;D;D;appartement;1962;collectif;2.5;66.4;30000;30;811631.35;6305467.24;N̨mes;87413.4
2530E1442568S;28/04/2025;F;C;maison;;;2.6;57.5;30190;30;804024.64;6315543.58;Dions;11917.2
2530E0042985P;07/01/2025;D;B;appartement;;collectif;2.5;76;30110;30;782185.52;6346752.59;La Grand-Combe;77029.3
2530E0481423P;12/02/2025;E;E;appartement;1964;collectif;2.5;58.8;30000;30;811270.36;6305211.84;N̨mes;183135.8
2530E1811386A;03/06/2025;C;B;appartement;1975;collectif;2.5;68.5;30480;30;784358.49;6340660.18;Cendras;1870.7
2530E0605962O;22/02/2025;C;A;appartement;;individuel;2.4;39.9;30100;30;785600.27;6336736.91;Al̬s;2198.2
2530E0572678K;20/02/2025;E;D;maison;1850;;2.3;122;30160;30;787140.42;6357028.74;Bordezac;21464.2
2530E1270979D;14/04/2025;C;B;maison;;;2.6;299.9;30700;30;816323.8125;6322762;Saint-Maximin;29559.3
2530E2118725T;27/06/2025;C;C;appartement;1975;individuel;2.5;70.1;30520;30;786710.55;6340131.14;Saint-Martin-de-Valgalgues;4786.5
2530E0447020K;10/02/2025;C;C;maison;2001;;2.6;102;30320;30;819685.29;6310544.49;Bezouce;8356.7
2530E1613483J;15/05/2025;A;A;appartement;2023;individuel;2.5;58.2;30000;30;812476.69;6306714.37;N̨mes;13059.7
2530E0927279X;19/03/2025;C;A;appartement;;individuel;2.6;92.6;30300;30;832465.11;6302122.54;Beaucaire;3115.6
2530E0084021X;10/01/2025;D;D;maison;1982;;2.7;201.4;30000;30;808455.64;6306711.86;N̨mes;26020.1
2530E1871476E;06/06/2025;C;A;appartement;1975;individuel;2.5;28.5;30110;30;783472.5;6344304.19;Les Salles-du-Gardon;975.8
2530E0305263F;29/01/2025;C;A;maison;1980;;2.5;86.7;30290;30;832422.48;6335598.62;Laudun-l'Ardoise;6184.5
2530E0981452M;22/03/2025;C;C;appartement;1996;individuel;2.5;74.5;30900;30;805702.38;6306770.12;N̨mes;2188.8
2530E0659315P;26/02/2025;C;B;appartement;;individuel;2.6;57.5;30132;30;810940.74;6300679.06;Caissargues;7970.9
2530E1720313F;23/05/2025;C;C;appartement;1987;individuel;2.5;55.1;30130;30;831217.24;6352874.33;Pont-Saint-Esprit;32905.2
2530E0499373Z;13/02/2025;C;B;appartement;;collectif;2.5;53.7;30100;30;786238.27;6336425.46;Al̬s;2276.4
2530E1017138A;25/03/2025;D;D;appartement;1962;collectif;2.5;66.4;30000;30;811573.88;6305409.66;N̨mes;83340.7
2530E1347578G;19/04/2025;D;B;appartement;;individuel;2.6;46.3;30100;30;786679.02;6339508.25;Al̬s;3228.2
2530E1021451X;25/03/2025;D;D;appartement;1962;collectif;2.5;54.3;30000;30;811568.67;6305380.67;N̨mes;74125.6
2530E1486238I;02/05/2025;C;A;appartement;;individuel;2.5;44.3;30200;30;829266.51;6341832.31;Bagnols-sur-C̬ze;821.3
2530E1517780M;06/05/2025;C;C;appartement;1958;individuel;2.5;37;30100;30;787209.01;6337974.95;Al̬s;108488.2
